record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
6862,xfu6x1cyrnx58wqs,9/5/2025 16:01,9/5/2025 16:06,3,2,0,3.87,7,44.230563592800000,0,1,2,0,0,0,0,0,0,0,0,1,43,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.74,7,1,1,2,2,1,2,1,2,0,1,"They’re the most comfortable lenses I’ve ever worn. I experience no irritation, even during allergy season or in windy weather.",1,1,2,1,5,1,2,0,0,1,2,2,1,1,0,1,2,0,1,3.10
6863,q3b3u6fa9z9msa6b,9/5/2025 16:02,9/5/2025 16:08,3,2,0,4.82,7,46.618290667300000,0,1,2,0,0,0,0,0,0,0,0,1,39,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.45,12,1,2,1,1,2,2,1,1,0,1,"They keep my eyes feeling hydrated , which is important in air conditioned or dry environment",2,1,1,1,5,2,2,0,0,2,1,1,1,2,0,1,1,0,1,3.33
6866,wdbhaug1rvepw56j,9/5/2025 16:06,9/5/2025 16:14,3,2,0,6.95,7,45.010415728400000,0,1,2,0,0,0,0,0,0,0,0,1,31,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,2.34,9,1,2,1,2,1,1,2,2,0,1,I do not have the experience or redness like I have with other lenses,2,1,1,2,5,1,1,0,0,2,2,1,1,1,0,1,2,0,1,4.57
6868,5zr71b4wm0udt50y,9/5/2025 16:09,9/5/2025 16:15,3,2,0,4.97,7,42.773437432100000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.06,11,1,2,1,3,2,1,2,1,0,1,They seem healthier for my eyes because they allow plenty of oxygen through,1,3,2,2,5,1,1,0,0,1,1,1,2,2,0,1,2,0,1,3.88
6869,4ncn5akh4qdc5gp8,9/5/2025 16:09,9/5/2025 16:15,3,2,0,4.77,7,46.376927658400000,0,1,2,0,0,0,0,0,0,0,0,1,34,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.88,10,2,2,2,1,1,2,1,1,0,2,Putting them in and taking them out feels very easy and smooth,2,2,2,1,5,2,1,0,0,2,1,2,1,1,0,2,1,0,1,3.86
6870,wwx05w9km71sb5ay,9/5/2025 16:10,9/5/2025 16:22,3,2,0,10.67,7,64.125206575000000,1,1,2,0,0,0,0,0,0,0,0,1,29,1,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,1,0,0,0,0,1,0,0,,0,0,1.64,8,1,2,2,2,2,1,1,1,0,1,"The main reasons are they stay soft and gentle on my eyes all day long, so I never feel irritation or any discomfort wearing them.",2,1,2,1,5,3,1,0,0,1,1,1,1,1,1,2,1,0,1,9.00
7246,vr02harwqs72cvpa,9/8/2025 13:36,9/8/2025 13:47,3,2,0,9.48,7,59.889296640400000,1,1,2,0,0,0,0,0,0,0,0,1,44,1,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,0,1,0,0,1,0,,0,0,6.63,8,1,1,2,2,2,1,2,1,0,2,I love that I can wear them for long hours without needing drops every few hours.,2,2,2,1,5,1,2,0,0,1,1,1,1,1,1,2,1,0,1,2.81
7273,s8xatvs60pgd5zrz,9/8/2025 13:41,9/8/2025 13:51,3,2,0,8.15,7,55.034375693200000,0,1,2,0,0,0,0,0,0,0,0,1,33,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,5.09,9,1,1,1,2,2,1,1,2,0,1,My eyes do not get that much tired lens feeling at the end of the day,1,1,2,1,5,2,1,0,0,2,1,1,1,1,0,1,2,0,1,3.04
7295,3y9zva8m6sq4k855,9/8/2025 13:45,9/8/2025 13:54,3,2,0,6.93,7,41.783907425700000,0,1,2,0,0,0,0,0,0,0,0,1,36,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,4.46,11,1,1,2,2,1,2,1,1,0,1,I can work long hours on the computer without constant breaks,2,1,1,2,5,1,1,0,0,2,1,1,1,1,0,2,1,0,1,2.42
7317,kgfqgx1wy1e454qu,9/8/2025 13:59,9/8/2025 14:11,3,2,0,10.20,7,49.569022697100000,0,1,2,0,0,0,0,0,0,0,0,1,39,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,7.00,11,1,2,2,1,1,2,1,1,0,1,Do not dry out when I am outside in the wind or heat,1,1,2,2,5,2,1,0,0,2,1,1,2,1,0,1,2,0,1,3.17
7327,jt547yegyrfvbf9h,9/8/2025 14:12,9/8/2025 14:27,3,2,0,13.65,7,30.844866579400000,0,1,2,0,0,0,0,0,0,0,0,1,33,1,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,0,1,0,1,,0,0,4.63,10,1,2,2,1,2,1,1,1,0,1,"The lenses stay comfortable from morning to night, don't irritate my eyes , and give me clear vision without needing constant adjustment.",2,2,3,1,5,1,1,0,0,1,1,1,2,1,0,1,2,0,1,8.99
7328,9rcp06bw5s6rsmmu,9/8/2025 14:13,9/8/2025 14:27,3,2,0,12.93,7,28.640298190000000,0,1,1,0,0,0,0,0,0,0,0,1,38,0,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,1,0,0,0,1,0,0,,0,0,3.96,9,2,2,1,1,1,2,2,2,0,2,"My eyes feel hydrated and fresh all day, the lenses fit perfectly, and I don't have to worry about them slipping or feeling dry.",3,2,2,1,5,1,1,0,0,1,1,2,1,1,0,1,1,0,1,8.92
7414,k5de6jgtfnabrrr9,9/8/2025 14:23,9/8/2025 14:34,3,2,0,9.38,7,36.844713293000000,0,1,2,0,0,0,0,0,0,0,0,1,38,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,2.96,11,1,2,2,1,2,1,1,1,0,1,I never have to worry about them clouding up during the day,2,1,2,1,5,2,1,0,0,1,1,1,2,2,0,1,2,0,1,6.39
7416,48gmgdhqb5z7zsam,9/8/2025 14:23,9/8/2025 14:34,3,2,0,9.67,7,30.084741457900000,0,1,2,0,0,0,0,0,0,0,0,1,33,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.03,10,2,2,1,2,1,2,1,1,0,1,Even after wearing them all day my eyes look healthy and bright,1,2,1,2,5,1,1,0,0,2,1,2,1,1,0,1,1,0,1,6.62
7417,udfbf0g8xxy65zyu,9/8/2025 14:23,9/8/2025 14:34,3,2,0,9.65,7,30.724216137100000,0,1,2,0,0,0,0,0,0,0,0,1,34,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.04,9,1,1,2,2,2,2,1,1,0,1,They adjust well in different lighting weather indoors and outdoors,1,1,2,2,5,1,1,0,0,2,1,1,2,1,0,2,2,0,1,6.57
7431,5m5qnrqjd6yqrnpr,9/8/2025 14:30,9/8/2025 14:40,3,2,0,8.33,7,33.549909616400000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,1,0,1,0,0,0,0,0,1,,0,0,1.75,12,2,2,2,1,2,2,1,2,0,2,I satisfied becouse my eyes feel save and it protect my eye with sun rays .,2,3,1,2,5,2,2,0,0,2,1,1,1,1,0,2,2,0,1,6.54
7463,wwwjwbx66pknpxbh,9/8/2025 14:46,9/8/2025 14:53,3,2,0,4.72,7,34.020036444300000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.54,8,1,1,1,2,1,2,2,1,0,1,"These lenses help me see better at night, especially while driving, which used to be a major struggle for me.",1,2,2,2,5,1,1,0,0,2,2,1,1,1,0,1,1,0,1,3.14
7466,egbj776tr99vydfn,9/8/2025 14:47,9/8/2025 14:56,3,2,0,7.82,7,47.700188683500000,0,1,2,0,0,0,0,0,0,0,0,1,40,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.44,11,1,2,2,1,1,1,1,1,0,1,I can read drive and use the screens without strain,2,2,1,2,5,1,1,0,0,1,1,1,2,1,0,2,2,0,1,6.34
7470,1peh2x0brpzfcrgt,9/8/2025 14:48,9/8/2025 14:56,3,2,0,6.38,7,66.109849678600000,0,1,2,0,0,0,0,0,0,0,0,1,46,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.00,9,2,2,2,1,2,1,1,1,0,2,I love how they keep up with my active lifestyle without discomfort,1,2,1,2,5,1,1,0,0,2,1,1,1,1,0,1,1,0,1,5.35
7472,v3j7qvcw37zbu40q,9/8/2025 14:48,9/8/2025 14:56,3,2,0,6.43,7,63.556896507200000,0,1,2,0,0,0,0,0,0,0,0,1,45,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,0.99,10,1,1,2,1,1,1,2,1,0,1,I notice fewer halos or glare when driving at night makes more comfort to drive at that moment,1,2,1,1,5,2,1,0,0,1,1,2,2,1,0,1,1,0,1,5.41
7478,jr8uqcr5cq6ufw0r,9/8/2025 14:50,9/8/2025 14:58,3,2,0,6.13,7,35.272770556600000,0,1,2,0,0,0,0,0,0,0,0,1,44,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,3.20,11,1,2,1,2,1,1,1,2,0,1,"They stay in place well and never shift or irritate my eyes, even during workouts or outdoor activities.",1,2,1,1,5,1,2,0,0,1,1,1,2,2,0,1,1,0,1,2.89
7600,rdaeypr0n2hyh76c,9/8/2025 17:17,9/8/2025 17:23,3,2,0,5.30,5,82.251420213300000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,5,0,,0,0,0,0,0,0,0,0,1,0,2.24,20,2,2,2,2,2,3,3,2,0,2,Because they dont seem to irritate my eyes to much and its very doable.,2,2,2,2,5,3,3,0,0,1,2,1,1,1,0,2,2,1,0,3.04
8246,4xd37160rhpugmzw,9/10/2025 4:38,9/10/2025 4:44,3,2,0,5.27,1,57.971869052000000,1,1,1,0,0,0,0,0,0,0,0,1,50,0,1,1,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,1,0,0,0,0,0,0,,0,0,2.07,8,1,1,1,1,1,1,1,2,0,1,The reason why I said I was satisfied was because it works well for me and I really like the feeling I get.,1,1,1,1,5,2,1,0,0,1,1,1,1,1,1,1,1,0,1,3.18
8267,t78twnx9cfpr3u5r,9/10/2025 5:34,9/10/2025 5:54,3,2,0,18.80,7,44.130049967700000,1,1,2,0,0,0,0,0,0,0,0,1,40,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,1,0,0,0,0,0,0,0,0,0,12.17,11,2,2,1,2,2,2,3,2,0,2,I’m satisfied with Acuvue Oasys 1-Day because they feel comfortable all day and keep my eyes clear and hydrated,2,2,2,1,5,3,2,0,0,1,1,1,1,1,1,1,1,1,0,6.59
8284,hc17npudy6k84z7a,9/10/2025 6:41,9/10/2025 6:59,3,2,0,15.67,7,58.157999842900000,1,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,7.24,7,2,1,2,2,2,2,2,2,0,1,"They are very comfortable and don’t cause dryness during long hours. Easy to insert and remove, with excellent vision clarity.",1,2,2,1,5,2,2,0,0,1,1,1,1,1,1,1,1,1,0,8.39
8287,xkp863qzefha32em,9/10/2025 7:06,9/10/2025 7:13,3,2,0,5.82,7,53.904295025000000,1,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.98,7,2,2,1,2,1,2,2,2,0,1,"Perfect for all-day wear, no irritation or discomfort. I experience clear vision and no issues with dryness, even after a full workday.",1,2,2,1,5,2,2,0,0,1,1,1,1,1,1,2,2,1,0,3.76
8301,2pt4jhryda9g6r2x,9/10/2025 9:05,9/10/2025 9:21,3,2,0,14.27,7,40.712563289600000,2,1,2,0,0,0,0,0,0,0,0,1,30,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,7.33,7,1,2,2,2,1,1,1,1,0,1,"The lenses stay moist throughout the day, providing great comfort.Easy to insert and remove, with excellent vision clarity.",2,2,2,2,5,2,2,0,1,1,1,1,1,1,1,1,1,1,0,6.88
8308,dueuwc72ftm4ebxk,9/10/2025 9:44,9/10/2025 9:55,3,2,0,9.67,7,43.089477997300000,1,1,2,0,0,0,0,0,0,0,0,1,30,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.63,7,2,2,1,2,2,1,1,1,0,2,"I've been really satisfied because these lenses are super comfortable, even after wearing them all day. I forget I'm even wearing them most of the time.",1,1,1,1,5,2,2,0,0,1,1,1,1,1,1,1,1,1,0,8.01
8310,9nzg6t06h0u1288v,9/10/2025 9:44,9/10/2025 9:52,3,2,0,6.38,7,32.413591245300000,0,1,2,0,0,0,0,0,0,0,0,1,37,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,2.62,11,1,3,2,1,1,2,1,2,0,2,"They feel hydrating during the day and are extremely mild on my eyes, which is extremely beneficial during allergy season.",1,2,1,1,5,2,2,0,0,2,1,1,1,1,0,2,1,0,1,3.74
8311,cc5usgwxun3swv3m,9/10/2025 9:45,9/10/2025 9:52,3,2,0,5.60,7,48.083113049300000,0,1,2,0,0,0,0,0,0,0,0,1,34,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.81,10,1,1,1,1,3,2,2,2,0,1,"I like how they lessen digital eye strain, which is ideal for my profession, which requires me to spend a lot of time in front of a computer.",1,2,1,1,5,1,2,0,0,2,2,2,1,2,0,1,1,0,1,3.76
8314,m0m29ah8fc8eeecq,9/10/2025 9:58,9/10/2025 10:04,3,2,0,5.85,7,40.675372352300000,0,1,1,0,0,0,0,0,0,0,0,1,28,0,1,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,1.08,9,2,1,2,2,1,2,1,1,0,1,"Whether I'm reading, working, or driving at night, my eyesight remains clear and sharp.",2,1,3,1,5,2,2,0,0,2,1,1,2,2,0,2,1,0,1,4.73
8323,whhqnbycj424v6r9,9/10/2025 10:14,9/10/2025 10:21,3,2,0,5.78,7,37.989193270900000,0,1,1,0,0,0,0,0,0,0,0,1,40,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,,1,0,1.48,12,1,2,2,2,2,1,2,1,0,1,"Even after extended excursions such as trekking or cycling in the sun, these lenses continue to be comfortable and clear.",2,1,1,2,5,1,1,0,0,2,1,2,1,1,0,2,1,0,1,4.28
8324,0r3cz1ce0cxg35jc,9/10/2025 10:14,9/10/2025 10:20,3,2,0,5.23,7,34.240099466100000,0,1,1,0,0,0,0,0,0,0,0,1,42,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,,1,0,1.30,8,2,2,1,2,1,2,1,1,0,1,I value how these lenses complement my regular makeup application without smearing or hurting my eyes.,1,2,1,1,5,2,2,0,0,1,1,1,1,2,0,3,1,0,1,3.92
8325,3bqzfgmes38az9xs,9/10/2025 10:14,9/10/2025 10:21,3,2,0,5.52,7,43.219017299900000,0,1,1,0,0,0,0,0,0,0,0,1,41,0,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,0,0,0,,1,0,1.12,9,1,1,1,2,1,2,1,1,0,2,My eyes are less irritated by pollen and other allergens throughout allergy season because to the lens technology.,1,1,2,1,5,2,1,0,0,1,1,1,2,2,0,3,1,0,1,4.36
8326,ujcvees546ahszze,9/10/2025 10:15,9/10/2025 10:28,3,2,0,11.87,7,35.640982359700000,1,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,3.02,8,2,1,2,2,2,2,2,2,0,2,I can wear them for long hours without any discomfort. They’re easy to insert and remove without any hassle. Perfect for my busy routine with long working hours.,1,2,2,2,5,2,2,0,0,1,1,1,1,1,1,1,2,1,0,8.81
8328,s2vz7pj8fdpv488v,9/10/2025 10:15,9/10/2025 10:28,3,2,0,11.27,7,40.453595286700000,1,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,2.89,7,2,2,2,2,2,1,2,2,0,2,"Perfect for my busy routine with long working hours. They provide all-day comfort and don’t cause dryness. I appreciate the ease of use, especially when traveling.",1,2,2,2,5,2,2,0,0,1,1,1,1,1,1,2,1,1,0,8.35
8330,88nx74nx3xj6djxc,9/10/2025 10:23,9/10/2025 10:29,3,2,0,4.77,7,54.173072770200000,1,1,1,0,0,0,0,0,0,0,0,1,25,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.33,8,1,1,2,1,2,1,2,1,0,1,"They’re easy to put in and take out, and they fit really well on my eyes. No sliding around or discomfort, which I’ve had with other brands.",2,2,1,1,5,2,1,0,0,1,1,1,1,1,1,1,1,1,0,3.41
8331,e8h0hx6dwn325py2,9/10/2025 10:36,9/10/2025 10:46,3,2,0,8.27,7,58.735731268400000,2,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.64,7,2,2,2,2,2,1,2,2,0,2,"I experience no discomfort while using them during meetings or travel. They are highly breathable, keeping my eyes comfortable all day.",2,2,2,2,5,2,2,0,1,1,1,1,1,1,1,2,2,1,0,6.61
8357,3gm0r15fcdbd1ybw,9/10/2025 11:44,9/10/2025 11:51,3,2,0,5.32,7,78.367204717300000,1,1,2,0,0,0,0,0,0,0,0,1,25,0,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.73,13,1,2,1,2,1,1,2,2,0,1,I’m strongly satisfied because these lenses are extremely comfortable from the moment I put them in until I take them out. I barely notice I'm wearing them.,1,1,2,1,5,1,2,0,0,1,1,1,1,1,1,2,1,1,0,3.56
8368,kc12756chxze27r3,9/10/2025 13:17,9/10/2025 13:31,3,2,0,11.65,7,51.734323775400000,0,1,1,0,0,0,0,0,0,0,0,1,40,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,0,0,0,0,0,0,,0,0,7.70,11,1,1,1,2,1,1,1,2,0,1,Great for the social events where I want to feel confident,1,1,1,2,5,1,2,0,0,1,1,1,1,2,0,1,2,0,1,3.91
8369,aktfe86u2uvj08nw,9/10/2025 13:29,9/10/2025 13:37,3,2,0,6.18,7,49.260521330400000,0,1,1,0,0,0,0,0,0,0,0,1,42,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,0,0,0,0,0,0,,0,0,1.53,10,1,1,1,2,2,2,1,2,0,1,No stinging and burning when I am wearing them,2,2,1,1,5,1,2,0,0,1,1,2,1,1,0,1,2,0,1,4.61
8381,d5gjuekd1ysqv5pe,9/10/2025 15:06,9/10/2025 15:13,3,2,0,5.67,7,32.325310860900000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,4.09,8,2,2,1,1,1,1,2,1,0,2,"My eyes feel hydrated with minimal dryness, which is a big improvement over other brands.",2,1,2,2,5,1,1,0,0,1,2,1,2,1,0,2,2,0,1,1.53
8382,6hwtp5php9b68yps,9/10/2025 15:06,9/10/2025 15:13,3,2,0,5.37,7,59.943072209800000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,2.84,6,2,1,1,1,2,2,2,1,0,2,"The lenses provide clear, sharp vision without blurring or distortion.",1,1,2,2,5,1,1,0,0,1,1,2,2,1,0,2,2,0,1,2.48
8383,muvhs8mxcvq73b93,9/10/2025 15:08,9/10/2025 15:16,3,2,0,4.12,7,50.763024381000000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,1.86,7,2,2,2,1,2,2,1,1,0,2,"They stay comfortable throughout the entire day, even during extended wear.",2,2,1,1,5,1,2,0,0,2,1,1,1,2,0,2,2,0,1,2.22
8389,p3n7cd0m34erqqdx,9/10/2025 15:15,9/10/2025 15:53,3,2,0,36.60,2,38.380887628600000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,1,0,0,0,0,1,0,0,1,,0,0,14.69,7,1,2,2,1,2,2,1,1,0,1,All day comfortable i can wear them all day.,2,1,1,2,5,2,1,0,0,2,1,1,2,1,0,1,1,0,1,21.85
8400,nttzhnubddrsqk9s,9/10/2025 15:32,9/10/2025 15:38,3,2,0,5.37,7,28.386370695800000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,0.74,9,2,1,2,2,1,2,2,1,0,2,"Even after hours of wear, they still feel fresh without the need for eye drops.",2,1,1,1,5,2,1,0,0,2,2,1,1,1,0,2,2,0,1,4.61
8401,f7sek1hha4gb7rzq,9/10/2025 15:32,9/10/2025 15:38,3,2,0,4.33,7,54.147979848400000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,1.73,9,2,2,2,1,1,1,1,2,0,2,The lens material feels premium and adapts well to different environments,1,2,2,1,5,1,2,0,0,1,2,1,2,1,0,2,2,0,1,2.58
8403,vjghj5ejeq60j7rg,9/10/2025 15:38,9/10/2025 15:42,3,2,0,2.95,7,62.373262485300000,0,1,2,0,0,0,0,0,0,0,0,1,36,1,1,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,0,0,0,0,,0,0,1.26,8,2,1,2,1,2,2,2,2,0,2,Great for screen time; my eyes feel less strained during long workdays.,2,1,1,1,5,1,1,0,0,2,1,2,1,1,0,2,1,0,1,1.66
8427,d6s21hc9mmcczjv2,9/10/2025 16:03,9/10/2025 16:11,3,2,0,6.77,7,55.584123677000000,2,1,2,0,0,0,0,0,0,0,0,1,30,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,0,0,0,1.99,8,2,1,2,2,2,2,2,1,0,1,My eyes stay hydrated throughout the day. I experience no discomfort while using them during meetings or travel. Excellent vision clarity all day long.,2,2,2,2,5,2,2,0,1,1,1,1,1,1,1,2,1,1,0,4.74
8428,ffkmv5kfudsmqu6j,9/10/2025 16:04,9/10/2025 16:18,3,2,0,12.92,7,23.113576759700000,0,1,2,0,0,0,0,0,0,0,0,1,25,0,0,0,1,0,1,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,1,0,3.78,10,1,1,1,4,4,1,4,1,0,1,"I've been using these lenses for about a year now and they're fantastic. The comfort level is unmatched - I can wear them for 14 hours straight without any dryness or irritation. The vision clarity is crystal clear, making everything from reading small text to driving at night much easier. I love the convenience of daily disposables - no cleaning or storage hassles. The UV protection gives me peace of mind when I'm outdoors. They also make my eyes look naturally bright without that artificial contact lens appearance.",1,1,1,2,5,3,2,0,0,1,1,2,1,2,0,1,1,1,0,9.11
