record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
3653,uckad9bxzsqhruw0,8/27/2025 18:53,8/27/2025 19:03,Qualified,USA,No Changes,9.02,NextON,39.117282803600000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,32,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.19,10,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,No,Strongly satisfied,I feel safe knowing they are designed for eye health and oxygen now.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,7.79
3655,vqz5v65dsuqx6njw,8/27/2025 18:53,8/27/2025 19:03,Qualified,USA,No Changes,9.58,NextON,34.642563211600000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.61,12,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,No,Satisfied,I appreciate that my eyes dont feel as tired at the end of the day.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,7.95
3656,5m7sdvhaazz5a5ep,8/27/2025 18:53,8/27/2025 19:03,Qualified,USA,No Changes,9.63,NextON,23.957917566100000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,1.67,11,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,No,Satisfied,They great for travel since i don't need cleaning solution,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,7.94
3657,hc7ym8dk4ynhph28,8/27/2025 18:55,8/27/2025 19:08,Qualified,USA,No Changes,13.08,Dynata,71.114531752000000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,35,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,3.85,12,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"they are very moisturizing and do not cause dry eye, feel breathable, help clear and sharpen my vision. I like i disposable so i can ensure no bacteria!",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,9.19
3659,zug7u5gmr78dh6ts,8/27/2025 19:01,8/27/2025 19:09,Qualified,USA,No Changes,7.18,NextON,47.080995214200000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,31,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,Yes,No,No,No,No,No,No,Yes,No,,No,No,1.79,10,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,No,Strongly satisfied,My eyes feel healthier and less tired since i made the switch to infuse,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,5.35
3660,2zeehc0m8rbx924h,8/27/2025 19:01,8/27/2025 19:09,Qualified,USA,No Changes,6.80,NextON,44.490387942300000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,30,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,Yes,Yes,No,No,No,No,,No,No,1.65,11,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,No,Satisfied,They dont require a long adaptation period comfort was instant from day one,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Neither agree nor disagree,Strongly agree,No,Yes,5.09
3661,hedq8kwyv8zy3awy,8/27/2025 19:01,8/27/2025 19:09,Qualified,USA,No Changes,7.22,NextON,42.660036680400000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,32,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,Yes,No,No,No,No,No,Yes,,No,No,1.83,9,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,They simply deliver on their promise of all day exceptional comfort without fail,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Agree,Agree,No,Yes,5.34
3663,4txrgy8xrzszmfwk,8/27/2025 19:10,8/27/2025 19:26,Qualified,USA,No Changes,14.88,NextON,34.703700652800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.82,10,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,No,Strongly satisfied,I can wear them at work all day without too much irritation.,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Strongly agree,No,Yes,11.04
3665,xyddb1wckynzf4gg,8/27/2025 19:11,8/27/2025 19:26,Qualified,USA,No Changes,14.77,NextON,36.992921271900000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.75,8,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,No,Strongly satisfied,I like that they daily lenses super convenient and hygienic.,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Does not Apply,No,Agree,Agree,No,Yes,10.98
3667,syy1n89edw9w811n,8/27/2025 19:11,8/27/2025 19:26,Qualified,USA,No Changes,14.73,NextON,50.172944472500000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.68,8,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,No,Satisfied,They feel lighter and thinner compared to other contacts i used.,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Does not Apply,Does not Apply,Applies,Applies,No,Strongly agree,Agree,No,Yes,11.03
3668,t36dtyymd1n672e7,8/27/2025 19:11,8/27/2025 19:26,Qualified,USA,No Changes,14.40,NextON,37.022315906100000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,31,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.51,8,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,No,Strongly satisfied,They're easy to handel when putting in and talking out.,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,10.86
3669,3fy3cke5g1qvfnxg,8/27/2025 19:14,8/27/2025 19:22,Qualified,USA,No Changes,7.43,NextON,48.361855178200000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,Yes,No,No,No,No,No,No,No,Yes,,No,No,1.60,9,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,They provide a barrier against dust and pollen that irritates my eyes,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Agree,No,Yes,5.79
3670,pwj4r55gmb6cj4bq,8/27/2025 19:14,8/27/2025 19:22,Qualified,USA,No Changes,7.37,NextON,54.652886149400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,37,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,Yes,No,Yes,No,No,No,No,Yes,No,,No,No,1.52,11,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,No,Satisfied,I can wear them safely for a quick nap without waking up dry,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Agree,No,Yes,5.79
3671,8pgfddqzgy54qk12,8/27/2025 19:14,8/27/2025 19:22,Qualified,USA,No Changes,7.30,NextON,54.117613748800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,38,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,Yes,No,No,No,Yes,No,No,No,No,,No,No,1.44,10,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,They are incredibly lightweight making them unnoticeable on my eyes all day,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,5.79
3676,9hmmvsz4xp5hmttg,8/27/2025 19:28,8/27/2025 19:36,Qualified,USA,No Changes,6.58,NextON,60.472962435400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,27,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,Yes,Yes,Yes,No,No,No,No,,No,No,1.43,8,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,They handle temperature changes well from cold mornings to warm afternoons,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Strongly agree,Strongly agree,No,Yes,5.08
3677,8e5jnp2hvwc4gahn,8/27/2025 19:28,8/27/2025 19:36,Qualified,USA,No Changes,6.60,NextON,62.505515896300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,29,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,Yes,No,No,Yes,No,No,No,Yes,,No,No,1.39,9,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,No,Satisfied,They are the first lens that truly solved my chronic dry eye discomfort,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Agree,No,Yes,5.15
3679,b59aaqxv7st045j1,8/27/2025 19:29,8/27/2025 19:38,Qualified,USA,No Changes,6.33,NextON,74.703931451400000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,0.77,11,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,I like the quality they feel well made.,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Strongly agree,No,Yes,5.53
3968,eb47v0vq5w62s64h,8/29/2025 10:18,8/29/2025 10:26,Qualified,USA,No Changes,6.53,NextON,84.380184630100000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,Yes,No,No,No,No,No,No,No,,No,No,3.36,18,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Satisfied,Comfortable to wear all day without dryness or irritation and excellent moisture retention.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,3.12
3986,jv56gn31z0pmn58t,8/29/2025 10:35,8/29/2025 10:42,Qualified,USA,No Changes,6.35,NextON,87.998272107700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,3.05,16,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,No,Strongly satisfied,"Etes feel fresh even after long hours, easy to insert and remove without discomfort.",Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,3.25
3989,mm3xunje8z0c50a9,8/29/2025 10:39,8/29/2025 10:50,Qualified,USA,No Changes,9.88,NextON,64.007523312500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,34,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,Yes,No,No,No,No,No,No,No,No,No,3.32,14,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,No,Strongly satisfied,The lens is soft and smooth on the eyes and also it reduce dryness.,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,6.48
3990,7geyy8k3ryy55bhy,8/29/2025 10:39,8/29/2025 10:52,Qualified,USA,No Changes,12.10,NextON,53.230410112700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,45,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,5.14,12,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,No,Strongly satisfied,They are easy to put in and remove.,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,6.90
4001,1z1yw8m2rqsut5jm,8/29/2025 10:45,8/29/2025 10:56,Qualified,USA,No Changes,9.70,NextON,90.960684589400000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,7.68,17,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,"No issues with tearing or durability during handling, makes daily lens routine simple and stress free.",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,1.99
4004,s0c0czdurdd8xydu,8/29/2025 10:46,8/29/2025 11:04,Qualified,USA,No Changes,16.68,NextON,70.894034330800000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,46,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,Yes,No,No,No,,No,No,13.37,18,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,"Provides a smooth, irritation free experience compared to other brand, good UV protection for outdoor use.",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,3.27
4015,cyw8pbnsf2wj7tx6,8/29/2025 10:53,8/29/2025 11:08,Qualified,USA,No Changes,12.90,NextON,84.210696166200000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,6.32,17,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,vision is consistently clear and sharp,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,No,Yes,6.53
4016,zztuuzwrtnpxqf0w,8/29/2025 10:54,8/29/2025 11:02,Qualified,USA,No Changes,6.95,NextON,88.643193641900000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,4.15,18,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,No,Strongly satisfied,they stay comfortable all day without dryness,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,No,Yes,2.74
4017,whfer888ybw7qmgk,8/29/2025 10:54,8/29/2025 11:08,Qualified,USA,No Changes,11.90,NextON,84.776798893000000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,40,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,5.08,19,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,they don't cause irritation even with long wear,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,6.78
4018,ktztgcyjez420bgh,8/29/2025 10:54,8/29/2025 11:08,Qualified,USA,No Changes,12.15,NextON,86.624012056400000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,42,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,Yes,No,No,No,,No,No,5.02,16,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Satisfied,great for sensitive eyes compared to other brands,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,No,Yes,7.03
4024,hpystw8vyjxpf76s,8/29/2025 10:59,8/29/2025 11:07,Qualified,USA,No Changes,6.63,NextON,68.067930461800000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,37,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,Yes,,No,No,No,No,No,No,No,No,No,No,1.14,10,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,No,Satisfied,"Overall quality of the lens is good and eyes feel natural , not heavy.",Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Neither agree nor disagree,Strongly agree,Yes,No,5.39
4030,qme9jrws4jz5eyh1,8/29/2025 11:05,8/29/2025 11:13,Qualified,USA,No Changes,6.67,NextON,89.155764187500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,41,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,Yes,No,No,No,,No,No,4.31,19,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,No,Strongly satisfied,"Light and breathable, almost like not wearing lenses",Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,No,Yes,2.31
